epoch,train_loss,train_acc,val_loss,val_acc
1,0.9834514103844643,0.5256619005267839,0.939148439457248,0.5360407202670899
2,0.9320540607632075,0.5564616542382158,0.9088228730026394,0.5746811887690876
3,0.9194729149321195,0.5702674967503591,0.909036298529815,0.5816320945761042
4,0.9134783505145637,0.5726756516385031,0.9005774225346215,0.5816868261178917
5,0.9109155776954638,0.5744133543134706,0.8996183480295692,0.5819057522850418
6,0.9101585529657463,0.575083806526647,0.8978991630296455,0.5823983361611297
7,0.9081174830605167,0.5758089895327358,0.9037499119936491,0.5812489737835915
8,0.9072139231982664,0.5750564411301908,0.9008789354112895,0.5832193092879426
9,0.9069310394049164,0.575685845248683,0.898591825905434,0.5809753160746538
10,0.9047548836124264,0.5760279127043854,0.8954142010125169,0.5818510207432543
