epoch,train_loss,train_acc,val_loss,val_acc
1,0.0,0.21094694803551173,0.0,0.2787991664976304
2,0.0,0.21031414937798235,0.0,0.2787991664976304
3,0.0,0.21161724587274652,0.0,0.2787991664976304
4,0.0,0.21188442752814782,0.0,0.2787991664976304
5,0.0,0.21000478114541243,0.0,0.2787991664976304
6,0.0,0.2107125781623527,0.0,0.2787991664976304
7,0.0,0.21139225079451388,0.0,0.2787991664976304
8,0.0,0.20953135400163123,0.0,0.2787991664976304
9,0.0,0.2113360020249557,0.0,0.2787991664976304
10,0.0,0.21086257488117446,0.0,0.2787991664976304
11,0.0,0.21032352417290873,0.0,0.2787991664976304
12,0.0,0.2099391575809279,0.0,0.2787991664976304
13,0.0,0.2107594521369845,0.0,0.2787991664976304
14,0.0,0.20920323617920858,0.0,0.2787991664976304
15,0.0,0.209629789348358,0.0,0.2787991664976304
16,0.0,0.21079226391922676,0.0,0.2787991664976304
17,0.0,0.21091413625326946,0.0,0.2787991664976304
18,0.0,0.2110266337923858,0.0,0.2787991664976304
19,0.0,0.21122350448583938,0.0,0.2787991664976304
20,0.0,0.2102766501982769,0.0,0.2787991664976304
21,0.0,0.21038446033993005,0.0,0.2787991664976304
22,0.0,0.2105953932257732,0.0,0.2787991664976304
23,0.0,0.20974697428493752,0.0,0.2787991664976304
24,0.0,0.21001415594033881,0.0,0.2787991664976304
25,0.0,0.21087663707356402,0.0,0.2787991664976304
